gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2024-12-27-07-45-19-694,11844980.141009,3497256.332106,60.736198,0.972600,-0.061000,-0.003200,0.017355,0.002419,1.626627
2024-12-27-07-45-19-702,11844980.149583,3497256.331766,60.736099,0.972400,-0.061700,-0.005500,0.017402,0.002418,1.626552
2024-12-27-07-45-19-710,11844980.158162,3497256.331419,60.736000,0.972900,-0.062600,-0.007000,0.017411,0.002410,1.626493
2024-12-27-07-45-19-718,11844980.166740,3497256.331071,60.735901,0.973200,-0.063100,-0.007100,0.017454,0.002420,1.626434
2024-12-27-07-45-19-726,11844980.166740,3497256.331071,60.735901,0.973200,-0.063100,-0.007100,0.017454,0.002420,1.626434
2024-12-27-07-45-19-734,11844980.183890,3497256.330347,60.735802,0.972900,-0.065100,-0.008800,0.017442,0.002441,1.626310
2024-12-27-07-45-19-742,11844980.192478,3497256.329969,60.735699,0.974100,-0.066700,-0.009300,0.017430,0.002460,1.626235
2024-12-27-07-45-19-750,11844980.201068,3497256.329584,60.735600,0.974800,-0.068100,-0.011800,0.017413,0.002442,1.626177
2024-12-27-07-45-19-758,11844980.209639,3497256.329197,60.735500,0.973300,-0.068600,-0.008600,0.017392,0.002450,1.626113
2024-12-27-07-45-19-766,11844980.218210,3497256.328802,60.735401,0.972400,-0.069500,-0.010500,0.017415,0.002467,1.626043
2024-12-27-07-45-19-774,11844980.226779,3497256.328408,60.735298,0.972000,-0.069500,-0.008400,0.017419,0.002480,1.625974
2024-12-27-07-45-19-782,11844980.235350,3497256.328016,60.735199,0.972100,-0.068900,-0.008900,0.017435,0.002499,1.625888
2024-12-27-07-45-19-790,11844980.243923,3497256.327631,60.735100,0.972500,-0.067800,-0.009000,0.017440,0.002516,1.625804
2024-12-27-07-45-19-798,11844980.252508,3497256.327254,60.735001,0.973800,-0.066400,-0.009800,0.017448,0.002533,1.625737
2024-12-27-07-45-19-806,11844980.261101,3497256.326875,60.734901,0.975100,-0.066200,-0.010700,0.017433,0.002557,1.625677
2024-12-27-07-45-19-814,11844980.269682,3497256.326495,60.734901,0.974500,-0.066300,-0.008500,0.017409,0.002544,1.625615
2024-12-27-07-45-19-822,11844980.278268,3497256.326109,60.734798,0.974500,-0.067100,-0.005100,0.017385,0.002539,1.625550
2024-12-27-07-45-19-830,11844980.286833,3497256.325709,60.734798,0.972500,-0.069100,-0.001700,0.017367,0.002525,1.625481
2024-12-27-07-45-19-838,11844980.295401,3497256.325295,60.734798,0.971900,-0.071300,0.001000,0.017377,0.002542,1.625402
2024-12-27-07-45-19-846,11844980.303962,3497256.324881,60.734798,0.971100,-0.072300,0.002600,0.017390,0.002552,1.625330
2024-12-27-07-45-19-854,11844980.312536,3497256.324452,60.734699,0.972200,-0.073800,0.000700,0.017376,0.002524,1.625247
2024-12-27-07-45-19-862,11844980.321091,3497256.324020,60.734699,0.971100,-0.074700,0.000200,0.017368,0.002509,1.625175
2024-12-27-07-45-19-870,11844980.329655,3497256.323578,60.734699,0.971400,-0.075700,-0.000300,0.017355,0.002502,1.625093
2024-12-27-07-45-19-878,11844980.338250,3497256.323127,60.734699,0.974400,-0.076800,0.001100,0.017354,0.002550,1.625014
2024-12-27-07-45-19-886,11844980.346842,3497256.322675,60.734600,0.975600,-0.077300,-0.003500,0.017308,0.002532,1.624957
2024-12-27-07-45-19-894,11844980.355393,3497256.322218,60.734600,0.972200,-0.077600,-0.003300,0.017245,0.002516,1.624881
2024-12-27-07-45-19-902,11844980.364006,3497256.321765,60.734600,0.975900,-0.077100,-0.001900,0.017202,0.002555,1.624808
2024-12-27-07-45-19-910,11844980.372535,3497256.321312,60.734501,0.970300,-0.076800,-0.005200,0.017110,0.002446,1.624722
2024-12-27-07-45-19-918,11844980.381090,3497256.320870,60.734600,0.969700,-0.075400,0.012200,0.017121,0.002496,1.624639
2024-12-27-07-45-19-926,11844980.381090,3497256.320870,60.734600,0.969700,-0.075400,0.012200,0.017121,0.002496,1.624639
2024-12-27-07-45-19-934,11844980.398134,3497256.319864,60.734699,0.968500,-0.075900,0.011500,0.017165,0.002531,1.624437
2024-12-27-07-45-19-942,11844980.406658,3497256.319304,60.734600,0.971500,-0.077400,0.003000,0.017214,0.002486,1.624378
2024-12-27-07-45-19-950,11844980.415156,3497256.318751,60.734600,0.970600,-0.077000,0.001900,0.017161,0.002559,1.624293
2024-12-27-07-45-19-958,11844980.423652,3497256.318196,60.734699,0.970000,-0.077200,0.003600,0.017273,0.002533,1.624199
2024-12-27-07-45-19-966,11844980.432199,3497256.317625,60.734600,0.974400,-0.078700,-0.008900,0.017190,0.002478,1.624108
2024-12-27-07-45-19-974,11844980.440718,3497256.317050,60.734699,0.973800,-0.080000,0.004100,0.017176,0.002541,1.624041
2024-12-27-07-45-19-982,11844980.449235,3497256.316453,60.734600,0.972900,-0.082800,-0.004600,0.017196,0.002547,1.623955
2024-12-27-07-45-19-990,11844980.457723,3497256.315832,60.734600,0.969800,-0.086400,-0.005400,0.017126,0.002498,1.623876
2024-12-27-07-45-19-998,11844980.466235,3497256.315208,60.734600,0.970500,-0.087800,-0.002200,0.017134,0.002501,1.623764
2024-12-27-07-45-20-006,11844980.474720,3497256.314570,60.734501,0.968700,-0.089600,-0.006800,0.017104,0.002510,1.623673
2024-12-27-07-45-20-014,11844980.483219,3497256.313939,60.734501,0.969200,-0.089000,0.001200,0.017080,0.002576,1.623569
2024-12-27-07-45-20-022,11844980.491713,3497256.313309,60.734501,0.969400,-0.088300,-0.003800,0.017091,0.002503,1.623478
2024-12-27-07-45-20-030,11844980.500208,3497256.312691,60.734501,0.969500,-0.086300,-0.000300,0.017093,0.002513,1.623374
2024-12-27-07-45-20-038,11844980.508739,3497256.312072,60.734501,0.972800,-0.085700,0.002500,0.017165,0.002545,1.623261
2024-12-27-07-45-20-046,11844980.517218,3497256.311449,60.734501,0.969800,-0.085800,-0.004000,0.017113,0.002518,1.623174
2024-12-27-07-45-20-054,11844980.525726,3497256.310826,60.734501,0.970600,-0.086200,0.006400,0.017189,0.002546,1.623079
2024-12-27-07-45-20-062,11844980.534225,3497256.310188,60.734402,0.970300,-0.087900,-0.009400,0.017211,0.002511,1.622970
2024-12-27-07-45-20-070,11844980.542725,3497256.309550,60.734501,0.970300,-0.088800,0.000300,0.017178,0.002537,1.622886
2024-12-27-07-45-20-078,11844980.551213,3497256.308893,60.734402,0.969000,-0.091100,-0.006400,0.017323,0.002562,1.622753
2024-12-27-07-45-20-086,11844980.559717,3497256.308246,60.734402,0.970200,-0.090900,-0.005100,0.017297,0.002535,1.622666
2024-12-27-07-45-20-094,11844980.568211,3497256.307589,60.734299,0.969600,-0.091400,-0.008000,0.017368,0.002601,1.622547
2024-12-27-07-45-20-102,11844980.576730,3497256.306926,60.734200,0.971900,-0.092200,-0.010800,0.017415,0.002612,1.622445
2024-12-27-07-45-20-110,11844980.585240,3497256.306273,60.734100,0.972000,-0.091300,-0.012200,0.017379,0.002612,1.622341
2024-12-27-07-45-20-118,11844980.593747,3497256.305614,60.734001,0.971500,-0.091400,-0.016600,0.017395,0.002625,1.622241
2024-12-27-07-45-20-127,11844980.593747,3497256.305614,60.734001,0.971500,-0.091400,-0.016600,0.017395,0.002625,1.622241
2024-12-27-07-45-20-135,11844980.610807,3497256.304302,60.733799,0.974300,-0.091100,-0.016800,0.017313,0.002615,1.622053
2024-12-27-07-45-20-143,11844980.619315,3497256.303645,60.733700,0.972200,-0.091100,-0.011900,0.017302,0.002655,1.621942
2024-12-27-07-45-20-151,11844980.627848,3497256.302983,60.733601,0.973500,-0.091700,-0.010400,0.017305,0.002688,1.621850
2024-12-27-07-45-20-159,11844980.636382,3497256.302331,60.733501,0.974200,-0.090900,-0.010700,0.017311,0.002691,1.621745
2024-12-27-07-45-20-167,11844980.644898,3497256.301682,60.733501,0.972900,-0.090100,-0.006800,0.017310,0.002667,1.621649
2024-12-27-07-45-20-175,11844980.653427,3497256.301041,60.733398,0.973200,-0.088900,-0.007600,0.017345,0.002702,1.621538
2024-12-27-07-45-20-183,11844980.661962,3497256.300415,60.733299,0.974100,-0.086800,-0.007100,0.017369,0.002706,1.621427
2024-12-27-07-45-20-191,11844980.670502,3497256.299804,60.733299,0.974900,-0.084500,-0.002100,0.017376,0.002687,1.621339
2024-12-27-07-45-20-199,11844980.679047,3497256.299204,60.733299,0.975600,-0.082400,-0.003300,0.017385,0.002703,1.621246
2024-12-27-07-45-20-207,11844980.687596,3497256.298616,60.733299,0.976100,-0.080700,0.000300,0.017432,0.002719,1.621152
2024-12-27-07-45-20-215,11844980.696141,3497256.298028,60.733200,0.975900,-0.080300,-0.001700,0.017415,0.002702,1.621057
2024-12-27-07-45-20-227,11844980.704710,3497256.297447,60.733299,0.977800,-0.079800,0.000100,0.017415,0.002705,1.620961
2024-12-27-07-45-20-235,11844980.713252,3497256.296870,60.733200,0.976300,-0.079500,-0.001800,0.017428,0.002700,1.620872
2024-12-27-07-45-20-243,11844980.721803,3497256.296292,60.733299,0.976100,-0.079500,0.003600,0.017409,0.002684,1.620792
2024-12-27-07-45-20-251,11844980.730373,3497256.295722,60.733299,0.977700,-0.078900,0.001600,0.017432,0.002707,1.620684
2024-12-27-07-45-20-259,11844980.738933,3497256.295168,60.733299,0.977600,-0.077000,0.001500,0.017413,0.002686,1.620602
2024-12-27-07-45-20-267,11844980.747508,3497256.294632,60.733299,0.978800,-0.074200,0.000600,0.017420,0.002712,1.620498
2024-12-27-07-45-20-275,11844980.756249,3497256.294178,60.733200,0.980700,-0.070800,-0.003300,0.017391,0.002694,1.620423
2024-12-27-07-45-20-283,11844980.764897,3497256.293720,60.733200,0.982100,-0.066900,-0.000500,0.017339,0.002699,1.620364
2024-12-27-07-45-20-291,11844980.773534,3497256.293278,60.733200,0.981600,-0.063900,-0.000000,0.017328,0.002673,1.620278
2024-12-27-07-45-20-299,11844980.782191,3497256.292856,60.733200,0.982800,-0.061100,0.001900,0.017312,0.002655,1.620208
2024-12-27-07-45-20-307,11844980.790838,3497256.292462,60.733200,0.982400,-0.057600,0.007400,0.017339,0.002642,1.620135
2024-12-27-07-45-20-315,11844980.799494,3497256.292074,60.733200,0.982700,-0.056100,0.006400,0.017354,0.002659,1.620073
2024-12-27-07-45-20-327,11844980.808140,3497256.291702,60.733299,0.981900,-0.054300,0.008900,0.017388,0.002650,1.620007
2024-12-27-07-45-20-335,11844980.825454,3497256.290985,60.733398,0.983100,-0.052200,0.007100,0.017444,0.002622,1.619882
2024-12-27-07-45-20-343,11844980.834122,3497256.290632,60.733398,0.984100,-0.052000,0.006100,0.017454,0.002629,1.619814
2024-12-27-07-45-20-351,11844980.842793,3497256.290291,60.733398,0.984800,-0.050900,0.002200,0.017435,0.002593,1.619749
2024-12-27-07-45-20-359,11844980.851466,3497256.289966,60.733398,0.985100,-0.049000,0.004600,0.017421,0.002567,1.619691
2024-12-27-07-45-20-367,11844980.860156,3497256.289644,60.733398,0.986500,-0.047900,0.000500,0.017412,0.002598,1.619637
2024-12-27-07-45-20-375,11844980.868851,3497256.289340,60.733398,0.987500,-0.045700,-0.000400,0.017359,0.002575,1.619585
2024-12-27-07-45-20-383,11844980.877542,3497256.289061,60.733398,0.987400,-0.042500,0.004000,0.017357,0.002563,1.619529
2024-12-27-07-45-20-391,11844980.886221,3497256.288789,60.733398,0.986000,-0.040700,0.001200,0.017364,0.002539,1.619480
2024-12-27-07-45-20-399,11844980.894909,3497256.288536,60.733398,0.986100,-0.038100,0.007700,0.017391,0.002562,1.619411
2024-12-27-07-45-20-407,11844980.903593,3497256.288302,60.733398,0.985900,-0.035600,0.005700,0.017450,0.002554,1.619367
2024-12-27-07-45-20-415,11844980.912281,3497256.288085,60.733501,0.986100,-0.033200,0.005600,0.017500,0.002585,1.619320
2024-12-27-07-45-20-426,11844980.920987,3497256.287873,60.733398,0.987900,-0.032000,0.001200,0.017523,0.002590,1.619279
2024-12-27-07-45-20-434,11844980.929696,3497256.287670,60.733398,0.989100,-0.031100,-0.002400,0.017506,0.002554,1.619239
2024-12-27-07-45-20-442,11844980.938405,3497256.287476,60.733398,0.989400,-0.030000,-0.001300,0.017504,0.002544,1.619196
2024-12-27-07-45-20-450,11844980.947116,3497256.287286,60.733398,0.989400,-0.029700,-0.003300,0.017526,0.002550,1.619162
2024-12-27-07-45-20-458,11844980.955831,3497256.287096,60.733398,0.989800,-0.029700,0.000800,0.017520,0.002540,1.619126
2024-12-27-07-45-20-466,11844980.964540,3497256.286911,60.733398,0.989100,-0.029400,0.002700,0.017520,0.002554,1.619081
2024-12-27-07-45-20-474,11844980.973238,3497256.286728,60.733398,0.987900,-0.029200,0.006600,0.017562,0.002543,1.619033
2024-12-27-07-45-20-482,11844980.981928,3497256.286545,60.733398,0.986500,-0.029300,0.006200,0.017605,0.002550,1.619010
2024-12-27-07-45-20-498,11844980.999348,3497256.286177,60.733398,0.988500,-0.029500,0.000900,0.017613,0.002550,1.618938
2024-12-27-07-45-20-506,11844981.008045,3497256.285986,60.733398,0.987800,-0.030200,-0.001700,0.017582,0.002511,1.618898
2024-12-27-07-45-20-514,11844981.016760,3497256.285804,60.733398,0.989000,-0.029700,0.002000,0.017556,0.002516,1.618868
2024-12-27-07-45-20-522,11844981.025487,3497256.285627,60.733398,0.990700,-0.028800,0.002500,0.017553,0.002541,1.618835
2024-12-27-07-45-20-530,11844981.034200,3497256.285462,60.733398,0.990100,-0.027200,0.006300,0.017547,0.002541,1.618794
2024-12-27-07-45-20-538,11844981.042921,3497256.285307,60.733501,0.990400,-0.025400,0.008600,0.017556,0.002521,1.618751
2024-12-27-07-45-20-546,11844981.051642,3497256.285158,60.733501,0.990400,-0.024200,0.007300,0.017573,0.002538,1.618735
2024-12-27-07-45-20-554,11844981.060355,3497256.285016,60.733501,0.989800,-0.023200,0.009300,0.017582,0.002515,1.618709
2024-12-27-07-45-20-562,11844981.069072,3497256.284873,60.733601,0.989600,-0.023200,0.006900,0.017591,0.002505,1.618677
2024-12-27-07-45-20-570,11844981.077788,3497256.284730,60.733601,0.989600,-0.023400,0.006800,0.017592,0.002506,1.618649
2024-12-27-07-45-20-578,11844981.086506,3497256.284590,60.733601,0.989700,-0.023200,0.005200,0.017582,0.002517,1.618617
2024-12-27-07-45-20-586,11844981.095225,3497256.284443,60.733601,0.990000,-0.024000,0.001900,0.017509,0.002493,1.618589
2024-12-27-07-45-20-594,11844981.103944,3497256.284311,60.733601,0.990100,-0.022800,0.004400,0.017460,0.002479,1.618565
2024-12-27-07-45-20-602,11844981.112679,3497256.284185,60.733601,0.991500,-0.021600,0.002700,0.017413,0.002471,1.618541
2024-12-27-07-45-20-610,11844981.121399,3497256.284077,60.733700,0.990900,-0.019300,0.008400,0.017364,0.002433,1.618535
2024-12-27-07-45-20-618,11844981.130128,3497256.283979,60.733799,0.991200,-0.017300,0.012200,0.017353,0.002434,1.618512
2024-12-27-07-45-20-626,11844981.138854,3497256.283900,60.733898,0.991100,-0.014600,0.017900,0.017357,0.002414,1.618488
2024-12-27-07-45-20-634,11844981.147572,3497256.283824,60.734001,0.990200,-0.013500,0.016700,0.017373,0.002404,1.618456
2024-12-27-07-45-20-642,11844981.156299,3497256.283758,60.734100,0.990700,-0.012500,0.015400,0.017385,0.002378,1.618457
2024-12-27-07-45-20-650,11844981.165030,3497256.283689,60.734100,0.991300,-0.012600,0.010600,0.017374,0.002349,1.618446
2024-12-27-07-45-20-658,11844981.173766,3497256.283628,60.734200,0.992000,-0.012200,0.008700,0.017342,0.002333,1.618448
2024-12-27-07-45-20-666,11844981.182501,3497256.283568,60.734299,0.992300,-0.011900,0.007900,0.017294,0.002278,1.618429
2024-12-27-07-45-20-674,11844981.191241,3497256.283522,60.734299,0.992600,-0.010500,0.012200,0.017318,0.002294,1.618386
2024-12-27-07-45-20-683,11844981.199993,3497256.283488,60.734402,0.993800,-0.008700,0.010000,0.017331,0.002295,1.618380
2024-12-27-07-45-20-691,11844981.208741,3497256.283472,60.734501,0.993900,-0.006100,0.013500,0.017355,0.002288,1.618369
2024-12-27-07-45-20-699,11844981.217479,3497256.283473,60.734501,0.992900,-0.003500,0.010500,0.017395,0.002261,1.618368
2024-12-27-07-45-20-707,11844981.226227,3497256.283491,60.734600,0.993200,-0.000800,0.011500,0.017439,0.002270,1.618361
2024-12-27-07-45-20-715,11844981.234973,3497256.283520,60.734600,0.993300,0.001000,0.006800,0.017503,0.002279,1.618349
2024-12-27-07-45-20-723,11844981.243716,3497256.283555,60.734699,0.993000,0.002100,0.004500,0.017501,0.002269,1.618354
2024-12-27-07-45-20-731,11844981.252460,3497256.283598,60.734699,0.993000,0.002900,0.005100,0.017527,0.002264,1.618353
2024-12-27-07-45-20-739,11844981.261223,3497256.283637,60.734699,0.994600,0.002300,-0.002200,0.017512,0.002260,1.618351
2024-12-27-07-45-20-747,11844981.269992,3497256.283680,60.734600,0.996000,0.002300,-0.002600,0.017522,0.002288,1.618343
2024-12-27-07-45-20-755,11844981.278759,3497256.283723,60.734600,0.996300,0.002200,-0.009000,0.017504,0.002285,1.618356
2024-12-27-07-45-20-763,11844981.287546,3497256.283777,60.734501,0.997900,0.003100,-0.012200,0.017477,0.002289,1.618361
2024-12-27-07-45-20-771,11844981.296341,3497256.283855,60.734402,0.999300,0.006200,-0.010800,0.017466,0.002284,1.618357
2024-12-27-07-45-20-779,11844981.305109,3497256.283958,60.734299,0.997400,0.010200,-0.006700,0.017473,0.002243,1.618385
2024-12-27-07-45-20-787,11844981.313875,3497256.284068,60.734299,0.995800,0.012300,-0.000900,0.017493,0.002305,1.618389
2024-12-27-07-45-20-795,11844981.322626,3497256.284188,60.734299,0.993900,0.013800,-0.000900,0.017562,0.002311,1.618390
2024-12-27-07-45-20-811,11844981.340189,3497256.284402,60.734100,0.996500,0.011100,-0.007200,0.017554,0.002387,1.618442
2024-12-27-07-45-20-819,11844981.348919,3497256.284489,60.734001,0.992700,0.008600,-0.009200,0.017540,0.002290,1.618439
2024-12-27-07-45-20-827,11844981.357764,3497256.284609,60.734001,1.001300,0.011000,-0.004200,0.017547,0.002336,1.618456
2024-12-27-07-45-20-835,11844981.366515,3497256.284714,60.733898,0.996900,0.010800,-0.008200,0.017536,0.002359,1.618445
2024-12-27-07-45-20-843,11844981.375283,3497256.284853,60.733898,0.996000,0.014200,0.005400,0.017610,0.002311,1.618449
2024-12-27-07-45-20-851,11844981.384102,3497256.284992,60.733898,1.000200,0.015800,-0.001900,0.017605,0.002309,1.618454
2024-12-27-07-45-20-859,11844981.392872,3497256.285161,60.733898,0.997700,0.019200,0.007400,0.017634,0.002393,1.618503
2024-12-27-07-45-20-867,11844981.401642,3497256.285322,60.733898,0.996300,0.019600,-0.000600,0.017753,0.002386,1.618506
2024-12-27-07-45-20-875,11844981.410426,3497256.285482,60.733799,0.997100,0.019200,-0.007000,0.017703,0.002326,1.618538
2024-12-27-07-45-20-883,11844981.419217,3497256.285660,60.733898,0.998100,0.020800,0.006600,0.017750,0.002378,1.618550
2024-12-27-07-45-20-891,11844981.428006,3497256.285816,60.733700,0.998400,0.018700,-0.005200,0.017753,0.002404,1.618570
2024-12-27-07-45-20-899,11844981.436790,3497256.285968,60.733799,0.998200,0.017200,0.001400,0.017693,0.002363,1.618608
2024-12-27-07-45-20-907,11844981.445585,3497256.286121,60.733799,0.998800,0.016600,0.003400,0.017723,0.002371,1.618624
2024-12-27-07-45-20-915,11844981.454387,3497256.286274,60.733799,0.999800,0.016700,0.002300,0.017702,0.002364,1.618636
2024-12-27-07-45-20-927,11844981.463184,3497256.286429,60.733799,0.999700,0.016900,0.006200,0.017733,0.002374,1.618661
2024-12-27-07-45-20-935,11844981.480718,3497256.286718,60.734001,0.998700,0.018100,0.015300,0.017740,0.002303,1.618698
2024-12-27-07-45-20-943,11844981.489469,3497256.286855,60.734100,0.998900,0.018900,0.014800,0.017798,0.002315,1.618719
2024-12-27-07-45-20-951,11844981.498196,3497256.286974,60.734200,0.996700,0.017300,0.013500,0.017776,0.002296,1.618747
2024-12-27-07-45-20-959,11844981.506943,3497256.287093,60.734299,0.997600,0.016400,0.014500,0.017812,0.002264,1.618777
2024-12-27-07-45-20-967,11844981.515700,3497256.287187,60.734299,0.999200,0.013500,0.005100,0.017770,0.002247,1.618800
2024-12-27-07-45-20-975,11844981.524452,3497256.287283,60.734402,0.999400,0.012500,0.012300,0.017766,0.002215,1.618822
2024-12-27-07-45-20-983,11844981.533211,3497256.287372,60.734501,0.999900,0.011600,0.010400,0.017804,0.002216,1.618826
2024-12-27-07-45-20-991,11844981.541970,3497256.287469,60.734600,1.000200,0.012400,0.013300,0.017806,0.002179,1.618845
2024-12-27-07-45-20-999,11844981.550732,3497256.287572,60.734699,1.000300,0.013700,0.011000,0.017871,0.002219,1.618840
2024-12-27-07-45-21-007,11844981.559502,3497256.287677,60.734798,1.001100,0.014500,0.009700,0.017887,0.002202,1.618867
2024-12-27-07-45-21-015,11844981.568258,3497256.287785,60.734798,1.000100,0.015100,0.008900,0.017901,0.002191,1.618894
